customer_id,gender,is_senior_citizen,partner,dependents,phone_service,phone_type,internet_service,internet_type,service_type_phone_internet,contract_type,contract_description,payment_type,monthly_charges,total_charges,churn,monthly_tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,start_date_today_tenure,average_monthly_charges
1171-TYKUR,Male,0,Yes,No,2,Two or More Lines,0,No Internet Service,1,0,Month-to-Month,Electronic check,$25.40,"$1,139.20",No,45,0,0,1,0,0,1,20211211,$25.40
1172-VIYBP,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,3,2,2 Year,Bank transfer (automatic),$69.70,"$3,686.05",No,53,0,0,1,1,1,3,20211219,$69.70
1173-NOEYG,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$90.15,"$2,423.40",No,27,1,0,1,1,1,1,20211123,$90.15
1173-XZPYF,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$89.20,$990.30,No,11,1,0,1,1,1,0,20211108,$89.20
1174-FGIFN,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Electronic check,$90.45,"$2,509.25",No,28,1,0,1,1,1,3,20211124,$90.45
1177-XZBJL,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,3,1,1 Year,Bank transfer (automatic),$64.15,"$3,491.55",No,54,0,0,1,1,1,3,20211221,$64.15
1178-PZGAB,Female,0,No,No,1,One Line,0,No Internet Service,1,1,1 Year,Credit card (automatic),$20.25,$383.65,No,19,1,0,1,0,0,0,20211115,$20.25
1179-INLAT,Male,0,No,No,1,One Line,0,No Internet Service,1,1,1 Year,Mailed check,$19.45,$69.25,No,4,0,0,1,0,0,0,20211031,$19.45
1183-CANVH,Female,0,Yes,No,1,One Line,1,DSL,3,1,1 Year,Bank transfer (automatic),$60.00,"$1,347.15",No,22,1,0,1,1,1,1,20211119,$60.00
1184-PJVDB,Male,0,Yes,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$79.95,$857.20,Yes,11,0,1,1,1,1,1,20211107,$79.95
1187-WILMM,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,3,2,2 Year,Credit card (automatic),$89.40,"$5,597.65",No,63,0,0,1,1,1,3,20211229,$89.40
1193-RTSLK,Female,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Credit card (automatic),$83.90,"$3,233.60",Yes,39,1,1,1,1,1,0,20211205,$83.90
1194-BHJYC,Male,0,Yes,No,0,No Phone Service,1,DSL,2,2,2 Year,Mailed check,$62.15,"$3,778.85",No,61,0,0,0,1,0,1,20211227,$62.15
1194-HVAIF,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Credit card (automatic),$95.00,"$2,462.55",No,26,1,0,1,1,1,1,20211122,$95.00
1194-SPVSP,Male,0,No,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Bank transfer (automatic),$19.65,$19.65,No,1,0,0,1,0,0,0,20211029,$19.65
1195-OIYEJ,Male,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$91.10,"$1,135.70",Yes,12,0,1,1,1,1,0,20211109,$91.10
1196-AMORA,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$73.60,$520.00,Yes,7,0,1,1,1,1,0,20211104,$73.60
1197-BVMVG,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$74.45,$294.45,No,4,1,0,1,1,1,0,20211031,$74.45
1200-TUZHR,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$85.20,$695.75,No,8,1,0,1,1,1,0,20211105,$85.20
1202-KKGFU,Female,0,Yes,No,1,One Line,1,DSL,3,0,Month-to-Month,Bank transfer (automatic),$54.20,$690.50,No,13,1,0,1,1,1,1,20211109,$54.20
1205-WNWPJ,Female,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$59.50,$415.95,Yes,7,1,1,1,1,1,0,20211103,$59.50
1206-EHBDD,Female,0,Yes,No,1,One Line,2,Fiber Optic,3,2,2 Year,Bank transfer (automatic),$80.30,"$4,513.65",No,56,1,0,1,1,1,1,20211223,$80.30
1207-BLKSA,Female,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,1,2,2 Year,Mailed check,$23.05,"$1,255.10",No,54,1,0,1,0,0,3,20211221,$23.05
1208-DNHLN,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,3,1,1 Year,Credit card (automatic),$48.35,"$1,067.15",Yes,22,0,1,1,1,1,3,20211119,$48.35
1208-NBVFH,Male,0,Yes,Yes,1,One Line,1,DSL,3,0,Month-to-Month,Electronic check,$49.60,$939.80,No,19,0,0,1,1,1,3,20211115,$49.60
1209-VFFOC,Male,0,Yes,Yes,0,No Phone Service,1,DSL,2,2,2 Year,Mailed check,$56.40,"$3,948.45",No,70,0,0,0,1,0,3,20220106,$56.40
1212-GLHMD,Male,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Mailed check,$86.05,$244.85,No,3,0,0,1,1,1,0,20211030,$86.05
1213-NGCUN,Female,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Bank transfer (automatic),$49.65,$267.35,Yes,5,1,1,1,1,1,0,20211102,$49.65
1215-EXRMO,Male,0,Yes,No,1,One Line,0,No Internet Service,1,2,2 Year,Mailed check,$20.55,"$1,067.65",No,52,0,0,1,0,0,1,20211218,$20.55
1215-FIGMP,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$89.90,"$5,450.70",No,61,0,0,1,1,1,0,20211227,$89.90
1215-VFYVK,Female,0,No,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Mailed check,$48.25,$202.25,No,4,1,0,0,1,0,0,20211101,$48.25
1216-BGTSP,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Credit card (automatic),$108.45,"$4,964.70",No,46,0,0,1,1,1,0,20211212,$108.45
1216-JWVUX,Male,0,Yes,Yes,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$75.50,"$1,901.05",No,25,0,0,1,1,1,3,20211122,$75.50
1217-VASWC,Male,1,Yes,No,1,One Line,2,Fiber Optic,3,1,1 Year,Bank transfer (automatic),$100.55,"$4,304.00",No,43,0,0,1,1,1,1,20211209,$100.55
1218-VKFPE,Female,0,Yes,Yes,1,One Line,0,No Internet Service,1,0,Month-to-Month,Mailed check,$19.00,$233.55,Yes,12,1,1,1,0,0,3,20211109,$19.00
1219-NNDDO,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$76.85,$663.55,No,9,1,0,1,1,1,0,20211105,$76.85
1221-GHZEP,Female,0,No,No,1,One Line,1,DSL,3,2,2 Year,Mailed check,$65.10,"$3,846.75",No,59,1,0,1,1,1,0,20211226,$65.10
1222-KJNZD,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,0,Month-to-Month,Bank transfer (automatic),$20.40,$745.30,No,37,0,0,1,0,0,3,20211203,$20.40
1222-LRYKO,Male,0,No,Yes,2,Two or More Lines,0,No Internet Service,1,0,Month-to-Month,Mailed check,$26.35,$184.05,No,7,0,0,1,0,0,2,20211103,$26.35
1223-UNPKS,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,2,2 Year,Mailed check,$20.05,$400.00,No,20,0,0,1,0,0,3,20211116,$20.05
1226-IENZN,Male,1,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$78.75,"$1,218.25",No,15,0,0,1,1,1,0,20211112,$78.75
1226-JZNKR,Female,0,Yes,Yes,1,One Line,0,No Internet Service,1,1,1 Year,Electronic check,$19.80,$160.05,No,8,1,0,1,0,0,3,20211105,$19.80
1226-UDFZR,Female,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$49.60,$114.70,Yes,2,1,1,1,1,1,0,20211030,$49.60
1227-UDMZR,Female,0,Yes,No,2,Two or More Lines,1,DSL,3,2,2 Year,Bank transfer (automatic),$91.15,"$6,637.90",No,73,1,0,1,1,1,1,20220108,$91.15
1228-FZFRV,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Credit card (automatic),$105.95,"$5,341.80",Yes,50,0,1,1,1,1,3,20211217,$105.95
1228-ZLNBX,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Mailed check,$75.30,"$1,570.70",No,21,0,0,1,1,1,0,20211117,$75.30
1229-RCALF,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Electronic check,$115.00,"$7,396.15",No,64,1,0,1,1,1,1,20211231,$115.00
1230-QAJDW,Male,0,No,No,2,Two or More Lines,1,DSL,3,0,Month-to-Month,Mailed check,$65.25,$209.90,No,3,0,0,1,1,1,0,20211031,$65.25
1231-YNDEK,Male,0,No,No,1,One Line,0,No Internet Service,1,2,2 Year,Bank transfer (automatic),$19.15,"$1,035.50",No,54,0,0,1,0,0,0,20211221,$19.15
1236-WFCDV,Male,1,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Credit card (automatic),$90.45,"$1,266.10",Yes,14,0,1,1,1,1,0,20211110,$90.45
1237-WIYYZ,Female,0,No,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Mailed check,$19.55,$389.25,No,20,1,0,1,0,0,0,20211116,$19.55
1240-HCBOH,Female,0,No,No,2,Two or More Lines,0,No Internet Service,1,2,2 Year,Mailed check,$26.10,"$1,759.55",No,67,1,0,1,0,0,0,20220103,$26.10
1240-KNSEZ,Male,0,No,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Mailed check,$20.10,$20.10,Yes,1,0,1,1,0,0,0,20211029,$20.10
1241-EZFMJ,Male,0,Yes,No,2,Two or More Lines,0,No Internet Service,1,2,2 Year,Bank transfer (automatic),$25.45,"$1,538.60",No,60,0,0,1,0,0,1,20211227,$25.45
1241-FPMOF,Male,0,No,No,1,One Line,0,No Internet Service,1,2,2 Year,Mailed check,$19.65,"$1,025.05",No,52,0,0,1,0,0,0,20211219,$19.65
1245-HARPS,Female,0,Yes,No,1,One Line,0,No Internet Service,1,2,2 Year,Mailed check,$20.40,$292.40,No,14,1,0,1,0,0,1,20211111,$20.40
1247-QBVSH,Female,0,Yes,Yes,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$50.20,"$2,169.40",No,43,1,0,1,1,1,3,20211210,$50.20
1248-DYXUB,Male,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,1,2,2 Year,Mailed check,$24.80,"$1,229.10",No,50,0,0,1,0,0,3,20211216,$24.80
1251-KRREG,Male,0,No,No,2,Two or More Lines,1,DSL,3,0,Month-to-Month,Mailed check,$54.40,$114.10,Yes,2,0,1,1,1,1,0,20211030,$54.40
1251-STYSZ,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$80.25,$303.70,No,4,1,0,1,1,1,0,20211031,$80.25
1254-IZEYF,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$99.95,"$3,186.65",Yes,32,1,1,1,1,1,0,20211128,$99.95
1257-SXUXQ,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,0,Month-to-Month,Mailed check,$19.45,$86.05,No,4,0,0,1,0,0,3,20211101,$19.45
1258-YMZNM,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Bank transfer (automatic),$110.50,"$2,857.60",No,26,1,0,1,1,1,0,20211122,$110.50
1260-TTRXI,Male,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Electronic check,$54.30,$195.30,Yes,4,0,1,1,1,1,0,20211031,$54.30
1261-FWTTE,Male,1,No,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Bank transfer (automatic),$34.65,$768.45,No,22,0,0,0,1,0,0,20211119,$34.65
1262-OPMFY,Female,0,Yes,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$75.75,$655.90,Yes,9,1,1,1,1,1,1,20211105,$75.75
1264-BYWMS,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$96.80,"$5,283.95",Yes,55,0,1,1,1,1,0,20211221,$96.80
1264-FUHCX,Female,0,Yes,No,0,No Phone Service,1,DSL,2,1,1 Year,Credit card (automatic),$56.30,"$2,780.60",No,49,1,0,0,1,0,1,20211216,$56.30
1265-BCFEO,Female,0,Yes,No,2,Two or More Lines,1,DSL,3,2,2 Year,Bank transfer (automatic),$80.45,"$5,662.25",No,70,1,0,1,1,1,1,20220106,$80.45
1265-HVPZB,Male,0,Yes,No,1,One Line,1,DSL,3,1,1 Year,Credit card (automatic),$66.40,"$3,958.20",No,60,0,0,1,1,1,1,20211226,$66.40
1265-XTECC,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Credit card (automatic),$96.55,"$6,581.90",Yes,68,1,1,1,1,1,1,20220104,$96.55
1265-ZFOSD,Female,0,Yes,No,2,Two or More Lines,1,DSL,3,2,2 Year,Mailed check,$81.30,"$5,129.30",No,63,1,0,1,1,1,1,20211230,$81.30
1266-NZYUI,Female,0,Yes,Yes,2,Two or More Lines,1,DSL,3,2,2 Year,Bank transfer (automatic),$66.85,"$4,758.80",No,71,1,0,1,1,1,3,20220107,$66.85
1268-ASBGA,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Credit card (automatic),$85.35,"$1,375.15",Yes,16,1,1,1,1,1,1,20211113,$85.35
1269-FOYWN,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,1,1 Year,Bank transfer (automatic),$20.00,$860.85,No,43,0,0,1,0,0,3,20211210,$20.00
1270-XKUCC,Female,0,Yes,Yes,1,One Line,0,No Internet Service,1,2,2 Year,Mailed check,$19.70,$599.25,No,30,1,0,1,0,0,3,20211127,$19.70
1271-SJBGZ,Male,1,No,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Electronic check,$43.65,$526.95,Yes,12,0,1,0,1,0,0,20211109,$43.65
1271-UODNO,Male,0,No,No,2,Two or More Lines,1,DSL,3,2,2 Year,Credit card (automatic),$53.85,"$2,200.70",No,41,0,0,1,1,1,0,20211207,$53.85
1272-ILHFG,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,1,1 Year,Mailed check,$19.65,$332.65,No,17,0,0,1,0,0,3,20211113,$19.65
1273-MTETI,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$88.85,$372.45,Yes,4,1,1,1,1,1,0,20211101,$88.85
1282-IHQAC,Male,1,No,No,0,No Phone Service,1,DSL,2,1,1 Year,Credit card (automatic),$44.05,"$3,011.65",No,68,0,0,0,1,0,0,20220104,$44.05
1285-OKIPP,Male,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$79.90,$79.90,Yes,1,0,1,1,1,1,0,20211029,$79.90
1291-CUOCY,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,2,2 Year,Credit card (automatic),$110.60,"$7,962.20",No,72,0,0,1,1,1,1,20220107,$110.60
1293-BSEUN,Female,0,Yes,Yes,1,One Line,0,No Internet Service,1,2,2 Year,Mailed check,$20.70,"$1,482.30",No,72,1,0,1,0,0,3,20220107,$20.70
1293-HHSHJ,Female,0,No,No,1,One Line,0,No Internet Service,1,1,1 Year,Mailed check,$21.10,$741.00,No,35,1,0,1,0,0,0,20211202,$21.10
1297-VQDRP,Male,1,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Credit card (automatic),$107.15,"$7,379.80",No,69,0,0,1,1,1,3,20220104,$107.15
1298-PHBTI,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,2,2 Year,Electronic check,$84.80,"$6,152.40",No,73,0,0,1,1,1,3,20220108,$84.80
1299-AURJA,Female,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,1,2,2 Year,Bank transfer (automatic),$24.70,"$1,685.90",No,68,1,0,1,0,0,3,20220104,$24.70
1301-LOPVR,Male,0,Yes,Yes,0,No Phone Service,1,DSL,2,1,1 Year,Credit card (automatic),$55.35,"$1,636.95",No,30,0,0,0,1,0,3,20211126,$55.35
1302-TPUBN,Male,0,No,No,1,One Line,0,No Internet Service,1,2,2 Year,Bank transfer (automatic),$19.35,"$1,240.80",No,64,0,0,1,0,0,0,20211231,$19.35
1302-UHBDD,Male,1,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$89.95,"$1,648.45",No,18,0,0,1,1,1,0,20211115,$89.95
1303-SRDOK,Female,0,Yes,Yes,1,One Line,2,Fiber Optic,3,2,2 Year,Credit card (automatic),$69.05,"$3,842.60",No,56,1,0,1,1,1,3,20211222,$69.05
1304-BCCFO,Male,0,Yes,No,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$70.05,$564.40,No,8,0,0,1,1,1,1,20211105,$70.05
1304-NECVQ,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$78.55,$149.55,Yes,2,1,1,1,1,1,0,20211029,$78.55
1304-SEGFY,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,2,2 Year,Electronic check,$97.85,"$6,841.30",No,70,1,0,1,1,1,1,20220105,$97.85
1306-RPWXZ,Female,0,No,Yes,1,One Line,0,No Internet Service,1,2,2 Year,Credit card (automatic),$20.45,"$1,024.65",No,50,1,0,1,0,0,2,20211217,$20.45
1307-ATKGB,Male,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$89.55,"$2,187.15",No,24,0,0,1,1,1,0,20211121,$89.55
1307-TVUFB,Male,1,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$79.35,"$3,344.10",No,42,0,0,1,1,1,0,20211209,$79.35
1309-BXVOQ,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$106.10,"$2,249.95",Yes,21,0,1,1,1,1,1,20211118,$106.10
1309-XGFSN,Male,1,Yes,Yes,2,Two or More Lines,1,DSL,3,1,1 Year,Electronic check,$80.85,"$4,079.55",No,50,0,0,1,1,1,3,20211217,$80.85
1310-QRITU,Female,0,No,No,2,Two or More Lines,1,DSL,3,0,Month-to-Month,Electronic check,$50.30,$913.30,No,18,1,0,1,1,1,0,20211115,$50.30
1319-YLZJG,Male,0,Yes,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$84.60,$959.90,No,11,0,0,1,1,1,1,20211108,$84.60
1320-GVNHT,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,2,2 Year,Credit card (automatic),$108.40,"$7,767.25",No,72,0,0,1,1,1,3,20220107,$108.40
1320-HTRDR,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$75.50,$220.60,Yes,3,1,1,1,1,1,0,20211030,$75.50
1320-REHCS,Male,1,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$110.75,"$5,832.00",No,53,0,0,1,1,1,0,20211219,$110.75
1322-AGOQM,Male,0,No,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Bank transfer (automatic),$30.30,"$1,380.10",Yes,46,0,1,0,1,0,0,20211212,$30.30
1323-OOEPC,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Credit card (automatic),$98.40,"$5,149.50",Yes,52,1,1,1,1,1,1,20211219,$98.40
1324-NLTJE,Female,1,No,No,2,Two or More Lines,1,DSL,3,0,Month-to-Month,Credit card (automatic),$55.00,$757.10,Yes,14,1,1,1,1,1,0,20211110,$55.00
1325-USMEC,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,2,2 Year,Credit card (automatic),$99.35,"$6,944.50",No,70,0,0,1,1,1,1,20220105,$99.35
1328-EUZHC,Female,0,Yes,No,1,One Line,0,No Internet Service,1,2,2 Year,Mailed check,$20.10,$370.50,No,18,1,0,1,0,0,1,20211115,$20.10
1329-VHWNP,Female,0,No,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Bank transfer (automatic),$25.05,$189.95,No,8,1,0,0,1,0,0,20211104,$25.05
1333-PBMXB,Female,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,1,1,1 Year,Bank transfer (automatic),$24.75,"$1,342.15",No,54,1,0,1,0,0,3,20211221,$24.75
1334-FJSVR,Male,0,No,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Electronic check,$24.25,$24.25,Yes,1,0,1,0,1,0,0,20211029,$24.25
1334-PDUKM,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Credit card (automatic),$86.45,"$5,762.95",No,67,1,0,1,1,1,1,20220102,$86.45
1335-HQMKX,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Electronic check,$101.35,"$7,323.15",No,72,1,0,1,1,1,1,20220108,$101.35
1335-MXCSE,Male,0,Yes,Yes,1,One Line,1,DSL,3,2,2 Year,Credit card (automatic),$55.25,"$3,119.90",No,56,0,0,1,1,1,3,20211223,$55.25
1335-NTIUC,Male,0,No,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Electronic check,$24.95,$190.25,No,8,0,0,0,1,0,0,20211104,$24.95
1336-EZFZY,Female,0,No,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Mailed check,$20.05,$83.30,No,4,1,0,1,0,0,0,20211101,$20.05
1337-BOZWO,Male,0,Yes,Yes,0,No Phone Service,1,DSL,2,1,1 Year,Credit card (automatic),$46.40,$812.40,No,18,0,0,0,1,0,3,20211114,$46.40
1338-CECEE,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,3,1,1 Year,Bank transfer (automatic),$68.50,"$2,839.95",No,41,0,0,1,1,1,3,20211208,$68.50
1342-JPNKI,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$86.05,$834.10,Yes,10,0,1,1,1,1,0,20211106,$86.05
1343-EHPYB,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$103.40,"$6,603.00",Yes,64,0,1,1,1,1,1,20211230,$103.40
1345-GKDZZ,Male,0,No,Yes,1,One Line,0,No Internet Service,1,0,Month-to-Month,Mailed check,$19.55,$128.60,No,7,0,0,1,0,0,2,20211103,$19.55
1345-ZUKID,Male,0,No,No,1,One Line,0,No Internet Service,1,1,1 Year,Mailed check,$19.35,$324.80,No,17,0,0,1,0,0,0,20211113,$19.35
1346-PJWTK,Male,0,Yes,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Credit card (automatic),$94.15,"$5,731.85",No,61,0,0,1,1,1,1,20211227,$94.15
1346-UFHAX,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Credit card (automatic),$80.00,"$1,029.35",No,13,1,0,1,1,1,0,20211109,$80.00
1347-KTTTA,Male,0,Yes,No,1,One Line,2,Fiber Optic,3,1,1 Year,Credit card (automatic),$102.45,"$6,654.10",No,65,0,0,1,1,1,1,20211231,$102.45
1349-WXNGG,Male,0,No,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Bank transfer (automatic),$20.05,$20.05,Yes,1,0,1,1,0,0,0,20211029,$20.05
1352-HNSAW,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,2,2 Year,Bank transfer (automatic),$115.60,"$8,220.40",No,71,1,0,1,1,1,3,20220107,$115.60
1352-VHKAJ,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,3,0,Month-to-Month,Bank transfer (automatic),$71.60,"$1,957.10",No,27,0,0,1,1,1,3,20211124,$71.60
1353-GHZOS,Male,0,Yes,No,1,One Line,1,DSL,3,1,1 Year,Bank transfer (automatic),$59.75,"$1,374.35",No,23,0,0,1,1,1,1,20211120,$59.75
1353-LJWEM,Male,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Electronic check,$60.90,$688.50,No,11,0,0,1,1,1,0,20211108,$60.90
1354-YZFNB,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,2,2 Year,Credit card (automatic),$19.55,$68.80,No,4,0,0,1,0,0,3,20211031,$19.55
1355-KUSBG,Female,0,Yes,Yes,2,Two or More Lines,1,DSL,3,0,Month-to-Month,Electronic check,$48.80,$349.80,No,7,1,0,1,1,1,3,20211104,$48.80
1356-MKYSK,Male,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Credit card (automatic),$78.65,$483.30,No,6,0,0,1,1,1,0,20211103,$78.65
1357-BIJKI,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Electronic check,$98.25,"$4,858.70",No,49,0,0,1,1,1,1,20211216,$98.25
1357-MVDOZ,Male,0,Yes,Yes,1,One Line,1,DSL,3,0,Month-to-Month,Bank transfer (automatic),$59.65,$683.25,No,11,0,0,1,1,1,3,20211108,$59.65
1360-JYXKQ,Female,1,Yes,No,1,One Line,2,Fiber Optic,3,1,1 Year,Electronic check,$99.10,"$5,437.10",No,55,1,0,1,1,1,1,20211221,$99.10
1360-RCYRT,Male,0,Yes,Yes,0,No Phone Service,1,DSL,2,0,Month-to-Month,Bank transfer (automatic),$30.35,$678.75,No,22,0,0,0,1,0,3,20211119,$30.35
1360-XFJMR,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Credit card (automatic),$109.70,"$7,344.45",No,67,1,0,1,1,1,1,20220102,$109.70
1363-TXLSL,Male,1,Yes,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$70.30,$70.30,Yes,1,0,1,1,1,1,1,20211029,$70.30
1370-GGAWX,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Electronic check,$94.15,"$4,408.45",No,47,1,0,1,1,1,0,20211213,$94.15
1371-DWPAZ,Female,0,Yes,Yes,0,No Phone Service,1,DSL,2,2,2 Year,Credit card (automatic),$56.05,,No,0,1,0,0,1,0,3,20211028,#DIV/0!
1371-OJCEK,Female,0,No,No,2,Two or More Lines,0,No Internet Service,1,1,1 Year,Bank transfer (automatic),$24.35,"$1,133.70",No,47,1,0,1,0,0,0,20211213,$24.35
1371-WEPDS,Male,1,Yes,No,1,One Line,1,DSL,3,1,1 Year,Electronic check,$55.80,"$2,283.30",No,41,0,0,1,1,1,1,20211207,$55.80
1373-ORVIZ,Female,0,Yes,Yes,2,Two or More Lines,1,DSL,3,0,Month-to-Month,Electronic check,$66.35,$740.80,Yes,11,1,1,1,1,1,3,20211108,$66.35
1374-DMZUI,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$94.30,$424.45,Yes,5,1,1,1,1,1,0,20211101,$94.30
1376-HHBDV,Female,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$48.80,"$1,536.75",No,31,1,0,1,1,1,0,20211128,$48.80
1379-FRVEB,Male,0,No,Yes,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$91.00,"$1,430.05",No,16,0,0,1,1,1,2,20211112,$91.00
1383-EZRWL,Female,0,No,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Mailed check,$20.05,$164.85,Yes,8,1,1,1,0,0,0,20211105,$20.05
